unit  language  isced11  geo\time  2019  2018  2017  2016  2015  2014  2013  2012
PC  LIT  ED35  DE  0  0  0  0  0  0  0  0
PC  LIT  ED35  DK  :  :  :  : :  :  :  0
PC  LIT  ED35  EE  0  0  0  0  0  0  0 :
PC  LIT  ED35  EL  :  :  :  :  :  :  : :
PC  LIT  ED35  ES  0  0  0  0  0  0  0 :
PC  LIT  ED35  EU27_2020  0  0  0 : : : : :
PC  LIT  ED35  EU28 :  0  0 : : : : :
PC  LIT  ED35  FI  :  :  : : : : : :
PC  LIT  ED35  FR  0  0  0  :  :  :  : :
PC  LIT  ED35  HR  0  0  0  0  0  0  0  0
PC  LIT  ED35  HU  0  0  0  0  0  0  0  0
PC  LIT  ED35  IE : : : : : :  :  0
PC  LIT  ED35  IS  0  0  0  0  0  0  0 :
PC  LIT  ED35  IT  0  0  0  0  0  0  0 :
PC  LIT  ED35  LI  :  :  :  :  :  :  : :
PC  LIT  ED35  LT  0  0  0  0  0  0  0 :
PC  LIT  ED35  LU  0  0  0  0  0  0  0 :
PC  LIT  ED35  LV  0  0  0  0  0  0  0  0
PC  LIT  ED35  MK  :  : :  :  : : : :
PC  LIT  ED35  MT  0  0  0  0  0  0  0 :
PC  LIT  ED35  NL  :  :  :  :  :  :  0 :
PC  LIT  ED35  NO  0  0  0  0  0  0  0 :
PC  LIT  ED35  PL  0  0  0 : : : : :
PC  LIT  ED35  PT  0  0  0  0  0  0  0  0
PC  LIT  ED35  RO  0  0  0  0  0  0  0  0
PC  LIT  ED35  SE  0  0  0  0  0  0  0 :
PC  LIT  ED35  SI  0  0  0  0  0  0  0 :
PC  LIT  ED35  SK  0  0  0  0  0  0  0 :
PC  MLT  ED1  AT  0  0  0  0  0  0  0  0
PC  MLT  ED1  BE  0  0  0  0  0  0  0 :
PC  MLT  ED1  BE_FRA  :  :  :  :  :  :  : :
PC  MLT  ED1  BE_VLA  0  0  0  0  0  0  0 :
PC  MLT  ED1  BG  0  0  0  0  0  0  0 :
PC  MLT  ED1  CY  0  0  0  0  0  0  0 :
PC  MLT  ED1  CZ  0  0  0  0  0  0  0 :
PC  MLT  ED1  DE  0  0  0  0  0  0  0  0
PC  MLT  ED1  DK  :  :  :  : :  :  :  0
PC  MLT  ED1  EE  0  0  0  0  0  0  0 :
PC  MLT  ED1  EL  :  :  :  :  :  :  : :
PC  MLT  ED1  ES  0  0  0  0  0  0  0 :
PC  MLT  ED1  EU27_2020  0  0  0 : : : : :
PC  MLT  ED1  EU28 :  0  0 : : : : :
PC  MLT  ED1  FI  :  :  : : : : : :
PC  MLT  ED1  FR  0  0  0  :  :  :  : :
PC  MLT  ED1  HR  0  0  0  0  0  0  0  0
PC  MLT  ED1  HU  0  0  0  0  0  0  0  0
PC  MLT  ED1  IE  :  :  :  :  :  : :  0
PC  MLT  ED1  IS  0  0  0  0  0  0  0 :
PC  MLT  ED1  IT  0  0  0  0  0  0  0 :
PC  MLT  ED1  LI  0  0  0  0  0  0 : :
PC  MLT  ED1  LT  0  0  0  0  0  0  0 :
PC  MLT  ED1  LU  0  0  0  0  0  0  0 :
PC  MLT  ED1  LV  0  0  0  0  0  0  0  0
PC  MLT  ED1  MK  0  0  0  0  0  0  0 :
PC  MLT  ED1  MT  :  0  0  0  0  0  0 :
PC  MLT  ED1  NL  :  :  :  :  : :  0 :
PC  MLT  ED1  NO  0  0  0  0  0  0  0 :
PC  MLT  ED1  PL  0  0  0 : : : : :
PC  MLT  ED1  PT  0  0  0  0  0  0  0  0
PC  MLT  ED1  RO  0  0  0  0  0  0  0  0
PC  MLT  ED1  RS : :  0 : : : : :
PC  MLT  ED1  SE  0  0  0  0  0  0  0 :
PC  MLT  ED1  SI  0  0  0  0  0  0  0 :
PC  MLT  ED1  SK  0  0  0  0  0  0  0 :
PC  MLT  ED2  AT  0  0  0  0  0  0  0  0
PC  MLT  ED2  BE  0  0  0  0  0  0  0 :
PC  MLT  ED2  BE_FRA  :  :  :  :  :  :  : :
PC  MLT  ED2  BE_VLA  0  0  0  0  0  0  0 :
PC  MLT  ED2  BG  0  0  0  0  0  0  0 :
PC  MLT  ED2  CY  0  0  0  0  0  0  0 :
PC  MLT  ED2  CZ  0  0  0  0  0  0  0 :
PC  MLT  ED2  DE  0  0  0  0  0  0  0  0
PC  MLT  ED2  DK  :  :  :  : :  :  :  0
PC  MLT  ED2  EE  0  0  0  0  0  0  0 :
PC  MLT  ED2  EL  :  :  :  :  :  :  : :
PC  MLT  ED2  ES  0  0  0  0  0  0  0 :
PC  MLT  ED2  EU27_2020  0  0  0 : : : : :
PC  MLT  ED2  EU28 :  0  0 : : : : :
PC  MLT  ED2  FI  :  :  : : : : : :
PC  MLT  ED2  FR  0  0  0  :  :  :  : :
PC  MLT  ED2  HR  0  0  0  0  0  0  0  0
PC  MLT  ED2  HU  0  0  0  0  0  0  0  0
PC  MLT  ED2  IE  0  0  0  0  0  0  0  0
PC  MLT  ED2  IS  0  0  0  0  0  0  0 :
PC  MLT  ED2  IT  0  0  0  0  0  0  0 :
PC  MLT  ED2  LI  0  0  0  0  0  0 : :
PC  MLT  ED2  LT  0  0  0  0  0  0  0 :
PC  MLT  ED2  LU  0  0  0  0  0  0  0 :
PC  MLT  ED2  LV  0  0  0  0  0  0  0  0
PC  MLT  ED2  MK  0  0  0  0  0  0  0 :
PC  MLT  ED2  MT  :  0  0  0  0  0  0 :
PC  MLT  ED2  NL  :  :  :  :  :  :  0 :
PC  MLT  ED2  NO  0  0  0  0  0  0  0 :
PC  MLT  ED2  PL  0  0  0 : : : : :
PC  MLT  ED2  PT  0  0  0  0  0  0  0  0
PC  MLT  ED2  RO  0  0  0  0  0  0  0  0
PC  MLT  ED2  RS : :  0 : : : : :
PC  MLT  ED2  SE  0  0  0  0  0  0  0 :
PC  MLT  ED2  SI  0  0  0  0  0  0  0 :
PC  MLT  ED2  SK  0  0  0  0  0  0  0 :
PC  MLT  ED3  AT  0  0  0  0  0  0  0  0
PC  MLT  ED3  BE  0  0  0  0  0  0  0 :
PC  MLT  ED3  BE_FRA  :  :  :  :  :  :  : :
PC  MLT  ED3  BE_VLA  0  0  0  0  0  0  0 :
PC  MLT  ED3  BG  0  0  0  0  0  0  0 :
PC  MLT  ED3  CY  0  0  0  0  0  0  0 :
PC  MLT  ED3  CZ  0  0  0  0  0  0  0 :
PC  MLT  ED3  DE  0  0  0  0  0  0  0  0
PC  MLT  ED3  DK  :  :  :  : :  :  :  0
PC  MLT  ED3  EE  0  0  0  0  0  0  0 :
PC  MLT  ED3  EL  :  :  :  :  :  :  : :
PC  MLT  ED3  ES  0  0  0  0  0  0  0 :
PC  MLT  ED3  EU27_2020  0  0  0 : : : : :
PC  MLT  ED3  EU28 :  0  0 : : : : :
PC  MLT  ED3  FI  :  :  : : : : : :
PC  MLT  ED3  FR  0  0  0  :  :  :  : :
PC  MLT  ED3  HR  0  0  0  0  0  0  0  0
PC  MLT  ED3  HU  0  0  0  0  0  0  0  0
PC  MLT  ED3  IE : : : : : :  0  0
PC  MLT  ED3  IS  0  0  0  0  0  0  0 :
PC  MLT  ED3  IT  0  0  0  0  0  0  0 :
PC  MLT  ED3  LI  0  0  0  0  0  0 : :
PC  MLT  ED3  LT  0  0  0  0  0  0  0 :
PC  MLT  ED3  LU  0  0  0  0  0  0  0 :
PC  MLT  ED3  LV  0  0  0  0  0  0  0  0
PC  MLT  ED3  MK  0  0  0  :  :  0  0 :
PC  MLT  ED3  MT  :  0  0  0  8.4  0  0 :
PC  MLT  ED3  NL  :  :  :  :  :  :  0 :
PC  MLT  ED3  NO  0  0  0  0  0  0  0 :
PC  MLT  ED3  PL  0  0  0 : : : : :
PC  MLT  ED3  PT  0  0  0  0  0  0  0  0
PC  MLT  ED3  RO  0  0  0  0  0  0  0  0
PC  MLT  ED3  SE  0  0  0  0  0  0  0 :
PC  MLT  ED3  SI  0  0  0  0  0  0  0 :
PC  MLT  ED3  SK  0  0  0  0  0  0  0 :
PC  MLT  ED34  AT  0  0  0  0  0  0  0  0
PC  MLT  ED34  BE  0  0  0  0  0  0  0 :
PC  MLT  ED34  BE_FRA  :  :  :  :  :  :  : :
PC  MLT  ED34  BE_VLA  0  0  0  0  0  0  0 :
PC  MLT  ED34  BG  0  0  0  0  0  0  0 :
PC  MLT  ED34  CY  0  0  0  0  0  0  0 :
PC  MLT  ED34  CZ  0  0  0  0  0  0  0 :
PC  MLT  ED34  DE  0  0  0  0  0  0  0  0
PC  MLT  ED34  DK  :  :  :  : :  :  :  0
PC  MLT  ED34  EE  0  0  0  0  0  0  0 :
PC  MLT  ED34  EL  :  :  :  :  :  :  : :
PC  MLT  ED34  ES  0  0  0  0  0  0  0 :
PC  MLT  ED34  EU27_2020  0  0  0 : : : : :
PC  MLT  ED34  EU28  0  0  0 : : : : :
PC  MLT  ED34  FI  :  :  : : : : : :
PC  MLT  ED34  FR  0  0  0  :  :  :  : :
PC  MLT  ED34  HR  0  0  0  0  0  0  0  0
PC  MLT  ED34  HU  0  0  0  0  0  0  0  0
PC  MLT  ED34  IE  0  0  0  0  0  0  0  0
PC  MLT  ED34  IS  0  0  0  0  0  0  0 :
PC  MLT  ED34  IT  0  0  0  0  0  0  0 :
PC  MLT  ED34  LI  0  0  0  0  0  0 : :
PC  MLT  ED34  LT  0  0  0  0  0  0  0 :
PC  MLT  ED34  LU  0  0  0  0  0  0  0 :
PC  MLT  ED34  LV  0  0  0  0  0  0  0  0
PC  MLT  ED34  MK  0  0  0  0  0  0 : :
PC  MLT  ED34  MT  :  0  0  0  11.3  0  0 :
PC  MLT  ED34  NL  :  :  :  :  :  :  0 :
PC  MLT  ED34  NO  0  0  0  0  0  0  0 :
PC  MLT  ED34  PL  0  0  0 : : : : :
PC  MLT  ED34  PT  0  0  0  0  0  0  0  0
PC  MLT  ED34  RO  0  0  0  0  0  0  0  0
PC  MLT  ED34  SE  0  0  0  0  0  0  0 :
PC  MLT  ED34  SI  0  0  0  0  0  0  0 :
PC  MLT  ED34  SK  0  0  0  0  0  0  0 :
PC  MLT  ED34  UK  0  0  0  0 : : : :
PC  MLT  ED35  AT  0  0  0  0  0  0  0  0
PC  MLT  ED35  BE  0  0  0  0  0  0  0 :
PC  MLT  ED35  BE_FRA  :  :  :  :  :  :  : :
PC  MLT  ED35  BE_VLA  0  0  0  0  0  0  0 :
PC  MLT  ED35  BG  0  0  0  0  0  0  0 :
PC  MLT  ED35  CY  0  0  0  0  0  0  0 :
PC  MLT  ED35  CZ  0  0  0  0  0  0  0 :
PC  MLT  ED35  DE  0  0  0  0  0  0  0  0
PC  MLT  ED35  DK  :  :  :  : :  :  :  0
PC  MLT  ED35  EE  0  0  0  0  0  0  0 :
PC  MLT  ED35  EL  :  :  :  :  :  :  : :
PC  MLT  ED35  ES  0  0  0  0  0  0  0 :
PC  MLT  ED35  EU27_2020  0  0  0 : : : : :
PC  MLT  ED35  EU28 :  0  0 : : : : :
PC  MLT  ED35  FI  :  :  : : : : : :
PC  MLT  ED35  FR  0  0  0  :  :  :  : :
PC  MLT  ED35  HR  0  0  0  0  0  0  0  0
PC  MLT  ED35  HU  0  0  0  0  0  0  0  0
PC  MLT  ED35  IE : : : : : :  :  0
PC  MLT  ED35  IS  0  0  0  0  0  0  0 :
PC  MLT  ED35  IT  0  0  0  0  0  0  0 :
PC  MLT  ED35  LI  :  :  :  :  :  :  : :
PC  MLT  ED35  LT  0  0  0  0  0  0  0 :
PC  MLT  ED35  LU  0  0  0  0  0  0  0 :
PC  MLT  ED35  LV  0  0  0  0  0  0  0  0
PC  MLT  ED35  MK  :  : :  :  : : : :
PC  MLT  ED35  MT  :  0  0  0  0  0  0 :
PC  MLT  ED35  NL  :  :  :  :  :  :  0 :
PC  MLT  ED35  NO  0  0  0  0  0  0  0 :
PC  MLT  ED35  PL  0  0.1  0 : : : : :
PC  MLT  ED35  PT  0  0  0  0  0  0  0  0
PC  MLT  ED35  RO  0  0  0  0  0  0  0  0
PC  MLT  ED35  SE  0  0  0  0  0  0  0 :
PC  MLT  ED35  SI  0  0  0  0  0  0  0 :
PC  MLT  ED35  SK  0  0  0  0  0  0  0 :
PC  OTH  ED1  AT  0.1  0  0  0.1  0  0.2  0.2  0.2
PC  OTH  ED1  BE  0  0  0  0  0  0  0 :
PC  OTH  ED1  BE_FRA  :  :  :  :  :  :  : :
PC  OTH  ED1  BE_VLA  0  0  0  0  0  0  0 :
PC  OTH  ED1  BG  0.7  0.7  0.8  0.5  0  0  0.5 :
PC  OTH  ED1  CY  0.2  0.3  0.3  0.2  0.2  0.5  0.2 :
PC  OTH  ED1  CZ  0  0  0  0  0  0  0 :
PC  OTH  ED1  DE  0.3  0.3  0.4  0.5  0.5  0.4  0.4  0.4
PC  OTH  ED1  DK  :  :  :  : :  :  :  0
PC  OTH  ED1  EE  0.2  0.2  0.3  0  0  0  0 :
PC  OTH  ED1  EL  :  :  :  :  :  :  : :
PC  OTH  ED1  ES  0.1  0  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED1  EU27_2020  0.1  0.2  0.2  0.2  0.2  0.2  0.2 :
PC  OTH  ED1  EU28 :  0.2  0.2 : : : : :
PC  OTH  ED1  FI  0.2  0.2  0.2  0.2  0.2 :  0.1 :
PC  OTH  ED1  FR  0  0.7  0.7  0.4  0.4  0.4  0.4 :
PC  OTH  ED1  HR  0.2  0.2  0.2  0.1  0.1  0.1  0  0.1
PC  OTH  ED1  HU  0.3  0.3  0.3  0.2  0.2  0.3  0.3  0.4
PC  OTH  ED1  IE  :  :  :  :  :  : :  0
PC  OTH  ED1  IS  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED1  IT  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED1  LI  0  0  0  0  0  0 : :
PC  OTH  ED1  LT  0.1  0.1  0.1  0.1  0.1  0  0.1 :
PC  OTH  ED1  LU  0  0  0  0  0  0  0 :
PC  OTH  ED1  LV  0.2  0.2  0  0.1  0.2  0.1  0.4  0.1
PC  OTH  ED1  MK  0  0  0  0  0  0  0 :
PC  OTH  ED1  MT  0  0  0  0  0  0  0 :
PC  OTH  ED1  NL  :  :  :  :  : :  0 :
PC  OTH  ED1  NO  0  0  0  0  0  0  0 :
PC  OTH  ED1  PL  0  0  0  0  0  0  0 :
PC  OTH  ED1  PT  0  0  0  0  0  0  0  0
PC  OTH  ED1  RO  0  0  0  0  0  0  0  0
PC  OTH  ED1  RS : :  0 : : : : :
PC  OTH  ED1  SE  0  0  0.1  0.1  0  0  1.6 :
PC  OTH  ED1  SI  0  0  0  0.4  0.4  0.1  0 :
PC  OTH  ED1  SK  0.1  0.1  0  0.1  0.1  0.1  0.1 :
PC  OTH  ED2  AT  0.2  0.1  0.1  0.1  0  0.1  0.2  0.1
PC  OTH  ED2  BE  0  0  0  0  0  0  0 :
PC  OTH  ED2  BE_FRA  :  :  :  :  :  :  : :
PC  OTH  ED2  BE_VLA  0  0  0  0  0  0  0 :
PC  OTH  ED2  BG  0.5  0.5  0.7  0.5  0  0  0.3 :
PC  OTH  ED2  CY  0.2  0.2  0.2  0.9  0.2  0.9  0 :
PC  OTH  ED2  CZ  0  0  0  0  0  0  0 :
PC  OTH  ED2  DE  0.9  0.9  1  1.1  1  0.9  0.9  0.9
PC  OTH  ED2  DK  :  :  :  : :  :  :  0
PC  OTH  ED2  EE  0.2  0.3  0.2  0  0  0  0 :
PC  OTH  ED2  EL  :  :  :  :  :  :  : :
PC  OTH  ED2  ES  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED2  EU27_2020  0.4  0.3  0.4  0.3  0.3  0.3  0.4 :
PC  OTH  ED2  EU28 :  0.3  0.4 : : : : :
PC  OTH  ED2  FI  0.4  0.2  0.2  0.1  0.1 :  0.1 :
PC  OTH  ED2  FR  0.4  0.4  0.3  0.2  0.2  0.2  0.2 :
PC  OTH  ED2  HR  0.2  0.2  0.1  0.1  0.1  0.1  0.1  0
PC  OTH  ED2  HU  0.3  0.3  0.3  0.3  0.2  0.3  0.3  0.4
PC  OTH  ED2  IE  0  0.1  0  0  0  0  0  0
PC  OTH  ED2  IS  0.6  0.7  0.6  0.5  0.4  0.5  0.5 :
PC  OTH  ED2  IT  0.1  0.1  0  0.1  0.1  0.1  0.1 :
PC  OTH  ED2  LI  0  0  0  0  0  0 : :
PC  OTH  ED2  LT  0.1  0.1  0.1  0.1  0.1  0  0.1 :
PC  OTH  ED2  LU  0  0  0  0  0  0  0 :
PC  OTH  ED2  LV  0.2  0.1  0  0.1  0.1  0.1  0.1  0.1
PC  OTH  ED2  MK  1.2  0.5  1.6  1.2  0  0  0 :
PC  OTH  ED2  MT  0  0  0  0  0  0  0 :
PC  OTH  ED2  NL  :  :  :  :  :  :  0 :
PC  OTH  ED2  NO  0.2  0.3  0.4  0.4  0.3  0.3  0.2 :
PC  OTH  ED2  PL  0  0  0  0  0.1  0.1  0 :
PC  OTH  ED2  PT  0  0  0  0  0  0  0  0
PC  OTH  ED2  RO  0.1  0.2  0.1  0.1  0  0  0.1  0.1
PC  OTH  ED2  RS : :  0 : : : : :
PC  OTH  ED2  SE  0.1  0.1  0.2  0.1  0  0  6.6 :
PC  OTH  ED2  SI  0  0  0  0.6  0.6  0.7  0.5 :
PC  OTH  ED2  SK  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED3  AT  0.1  0.1  0.2  0.1  0.1  0.2  0.2  0.2
PC  OTH  ED3  BE  0  0  0  0  0  0  0 :
PC  OTH  ED3  BE_FRA  :  :  :  :  :  :  : :
PC  OTH  ED3  BE_VLA  0  0  0  0  0  0  0 :
PC  OTH  ED3  BG  1.2  1.1  1.3  1.2  0  0  1 :
PC  OTH  ED3  CY  0.6  0.5  0.6  2  1.9  2.4  2.9 :
PC  OTH  ED3  CZ  0  0  0  0  0  0  0.1 :
PC  OTH  ED3  DE  1.2  1.3  1.2  1.1  1.2  1  1.1  1.1
PC  OTH  ED3  DK  0.1  0.1  0.2  0.1  0.1  0.1  0  0
PC  OTH  ED3  EE  0  0.1  0  0  0.1  0.1  0.1 :
PC  OTH  ED3  EL  :  :  :  :  :  :  : :
PC  OTH  ED3  ES  0.1  0.1  0.1  0  0.1  0  0 :
PC  OTH  ED3  EU27_2020  0.4  0.4  0.4  0.4  0.4  0.4  0.4 :
PC  OTH  ED3  EU28 :  0.4  0.4 : : : : :
PC  OTH  ED3  FI  0.6  0.6  0.5  0.5  0.6  0.7  0.7 :
PC  OTH  ED3  FR  0.6  0.6  0.6  0.7  0.6  0.7  0.7 :
PC  OTH  ED3  HR  0.1  0.1  0.2  0.1  0.2  0.2  0.2  0.2
PC  OTH  ED3  HU  0.5  0.4  0.4  0.4  0.4  0.7  0.6  0.6
PC  OTH  ED3  IE : : : : : :  0  0
PC  OTH  ED3  IS  0.2  0.2  0.2  0.2  0.2  0.3  0.2 :
PC  OTH  ED3  IT  0  0  0  0  0.1  0.1  0 :
PC  OTH  ED3  LI  0  0  0  0  0  0 : :
PC  OTH  ED3  LT  0.3  0.1  0.1  0.1  0.1  0.1  0.2 :
PC  OTH  ED3  LU  0  0  0  0  0  0  0 :
PC  OTH  ED3  LV  0.3  0.2  0.2  0.2  0.2  0.2  0.2  0.5
PC  OTH  ED3  MK  2.1  1.8  2.2  :  :  1  1 :
PC  OTH  ED3  MT  0  0  0  0  0  0  0 :
PC  OTH  ED3  NL  :  :  :  :  :  :  0 :
PC  OTH  ED3  NO  0.1  0.1  0  0.1  0.1  0.1  0.3 :
PC  OTH  ED3  PL  0.1  0.1  0  0.1  0.1  0.1  0.1 :
PC  OTH  ED3  PT  0  0  0  0  0  0  0  0
PC  OTH  ED3  RO  0.1  0.1  0.1  0.1  0.1  0.1  0.1  0
PC  OTH  ED3  SE  1  1  1.1  1.1  1.1  0.8  2.7 :
PC  OTH  ED3  SI  0  0  0  0  0  0  0 :
PC  OTH  ED3  SK  0.3  0.3  0.3  0.3  0.2  0.4  0.2 :
PC  OTH  ED34  AT  0.3  0.3  0.3  0.2  0.2  0.4  0.3  0.3
PC  OTH  ED34  BE  0  0  0  0  0  0  0 :
PC  OTH  ED34  BE_FRA  :  :  :  :  :  :  : :
PC  OTH  ED34  BE_VLA  0  0  0  0  0  0  0 :
PC  OTH  ED34  BG  2  1.7  2.2  1.8  0  0  1.6 :
PC  OTH  ED34  CY  0.4  0.4  0.7  2  2  2.8  3 :
PC  OTH  ED34  CZ  0  0  0  0  0  0  0 :
PC  OTH  ED34  DE  2  2  1.9  1.8  1.8  1.7  1.7  1.8
PC  OTH  ED34  DK  0.2  0.2  0.3  0.2  0.2  0.2  0.1  0
PC  OTH  ED34  EE  0  0.1  0  0.1  0.1  0.2  0.2 :
PC  OTH  ED34  EL  :  :  :  :  :  :  : :
PC  OTH  ED34  ES  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED34  EU27_2020  0.6  0.6  0.6  0.6  0.6  0.5  0.6 :
PC  OTH  ED34  EU28  1  1  0.9 : : : : :
PC  OTH  ED34  FI  1  0.7  0.6  0.6  0.8 :  0.9 :
PC  OTH  ED34  FR  0.9  0.8  0.9  0.9  0.9  1  1 :
PC  OTH  ED34  HR  0.4  0.3  0.6  0.2  0.6  0.4  0.5  0.5
PC  OTH  ED34  HU  0.8  0.6  0.5  0.4  0.4  0.7  0.5  0.5
PC  OTH  ED34  IE  0.6  0.7  0  0  0  0  0  0
PC  OTH  ED34  IS  0.3  0.3  0.2  0.2  0.2  0.5  0.3 :
PC  OTH  ED34  IT  0  0  0  0.1  0.2  0.2  0.1 :
PC  OTH  ED34  LI  0  0  0  0  0  0 : :
PC  OTH  ED34  LT  0.5  0.1  0.1  0.1  0.1  0  0.2 :
PC  OTH  ED34  LU  0  0  0  0  0  0  0 :
PC  OTH  ED34  LV  0.5  0.4  0.3  0.3  0.3  0.3  0.4  0.7
PC  OTH  ED34  MK  2.1  1.8  2.2  2.6  1.6  1 : :
PC  OTH  ED34  MT  0  0  0  0.1  0  0  0 :
PC  OTH  ED34  NL  :  :  :  :  :  :  0 :
PC  OTH  ED34  NO  0.2  0.1  0.1  0.3  0.2  0.3  0.4 :
PC  OTH  ED34  PL  0.1  0  0  0.1  0  0.1  0.1 :
PC  OTH  ED34  PT  0  0  0  0  0  0  0  0
PC  OTH  ED34  RO  0.3  0.3  0.2  0.2  0.2  0.2  0.3  0.1
PC  OTH  ED34  SE  1.2  1.3  1.4  1.4  1.4  1.1  3.7 :
PC  OTH  ED34  SI  0  0  0  0  0  0  0 :
PC  OTH  ED34  SK  0.4  0.3  0.3  0.2  0.2  0.2  0.1 :
PC  OTH  ED34  UK  3  2.6  2.5  : : : : :
PC  OTH  ED35  AT  0  0.1  0.1  0.1  0.1  0.2  0.2  0.2
PC  OTH  ED35  BE  0  0  0  0  0  0  0 :
PC  OTH  ED35  BE_FRA  :  :  :  :  :  :  : :
PC  OTH  ED35  BE_VLA  0  0  0  0  0  0  0 :
PC  OTH  ED35  BG  0.4  0.6  0.4  0.5  0  0  0.5 :
PC  OTH  ED35  CY  1.5  1  0  1.9  1.6  0  2.2 :
PC  OTH  ED35  CZ  0  0  0  0  0  0  0.1 :
PC  OTH  ED35  DE  0.4  0.3  0.4  0.4  0.4  0.3  0.3  0.3
PC  OTH  ED35  DK  :  :  :  : :  :  :  0
PC  OTH  ED35  EE  0  0  0  0  0  0  0 :
PC  OTH  ED35  EL  :  :  :  :  :  :  : :
PC  OTH  ED35  ES  0  0  0  0  0  0  0 :
PC  OTH  ED35  EU27_2020  0.1  0.1  0.1  0.1  0.1  0.1  0.1 :
PC  OTH  ED35  EU28 :  0.1  0.1 : : : : :
PC  OTH  ED35  FI  0.2  0.4  0.4  0.4  0.5 :  0.5 :
PC  OTH  ED35  FR  0.1  0.2  0.1  0.2  0.1  0.1  0.2 :
PC  OTH  ED35  HR  0  0  0.1  0  0  0  0  0
PC  OTH  ED35  HU  0.1  0.1  0.2  0.5  0.4  0.7  0.8  0.7
PC  OTH  ED35  IE : : : : : :  :  0
PC  OTH  ED35  IS  0.1  0.1  0.1  0.1  0.1  0  0 :
PC  OTH  ED35  IT  0  0  0  0  0  0.1  0 :
PC  OTH  ED35  LI  :  :  :  :  :  :  : :
PC  OTH  ED35  LT  0  0  0  0  0  0.2  0 :
PC  OTH  ED35  LU  0  0  0  0  0  0  0 :
PC  OTH  ED35  LV  0  0  0  0  0  0  0  0
PC  OTH  ED35  MK  :  : :  :  : : : :
PC  OTH  ED35  MT  0  0  0  0  0  0  0 :
PC  OTH  ED35  NL  :  :  :  :  :  :  0 :
PC  OTH  ED35  NO  0  0  0  0  0  0  0 :
PC  OTH  ED35  PL  0.1  0.1  0.1  0.1  0.2  0.2  0.1 :
PC  OTH  ED35  PT  0  0  0  0  0  0  0  0
PC  OTH  ED35  RO  0  0  0  0  0  0  0  0
PC  OTH  ED35  SE  0.5  0.5  0.4  0.6  0.5  0.2  1.4 :
PC  OTH  ED35  SI  0  0  0  0  0  0  0 :
PC  OTH  ED35  SK  0.3  0.3  0.3  0.3  0.2  0.5  0.3 :
PC  POL  ED1  AT  0  0  0  0  0  0  0  0
PC  POL  ED1  BE  0  0  0  0  0  0  0 :
PC  POL  ED1  BE_FRA  :  :  :  :  :  :  : :
PC  POL  ED1  BE_VLA  0  0  0  0  0  0  0 :
PC  POL  ED1  BG  0  0  0  0  0  0  0 :
PC  POL  ED1  CY  0  0  0  0  0  0  0 :
PC  POL  ED1  CZ  0  0  0  0  0  0  0 :
PC  POL  ED1  DE  0  0  0  0  0  0  0  0
PC  POL  ED1  DK  :  :  :  : :  :  :  0
PC  POL  ED1  EE  0  0  0  0  0  0  0 :
PC  POL  ED1  EL  :  :  :  :  :  :  : :
PC  POL  ED1  ES  0  0  0  0  0  0  0 :
PC  POL  ED1  EU27_2020  0  0  0  0 : : : :
PC  POL  ED1  EU28 :  0  0 : : : : :
PC  POL  ED1  FI  :  :  : : : : : :
PC  POL  ED1  FR  0  0  0  0  :  :  : :
PC  POL  ED1  HR  0  0  0  0  0  0  0  0
PC  POL  ED1  HU  0  0  0  0  0  0  0  0
PC  POL  ED1  IE  :  :  :  :  :  : :  0
PC  POL  ED1  IS  0  0  0  0  0  0  0 :
PC  POL  ED1  IT  0  0  0  0  0  0  0 :
PC  POL  ED1  LI  0  0  0  0  0  0 : :
PC  POL  ED1  LT  0  0  0  0  0  0  0 :
PC  POL  ED1  LU  0  0  0  0  0  0  0 :
PC  POL  ED1  LV  0  0  0  0  0  0  0  0
PC  POL  ED1  MK  0  0  0  0  0  0  0 :
PC  POL  ED1  MT  0  0  0  0  0  0  0 :
PC  POL  ED1  NL  :  :  :  :  : :  0 :
PC  POL  ED1  NO  0  0  0  0  0  0  0 :
PC  POL  ED1  PL  : :  :  :  : : : :
PC  POL  ED1  PT  0  0  0  0  0  0  0  0
PC  POL  ED1  RO  0  0  0  0  0  0  0  0
PC  POL  ED1  RS : :  0 : : : : :
PC  POL  ED1  SE  0  0  0  0  0  0  0 :
PC  POL  ED1  SI  0  0  0  0  0  0  0 :
PC  POL  ED1  SK  0  0  0  0  0  0  0 :
PC  POL  ED2  AT  0  0  0  0  0  0  0  0
PC  POL  ED2  BE  0  0  0  0  0  0  0 :
PC  POL  ED2  BE_FRA  :  :  :  :  :  :  : :
PC  POL  ED2  BE_VLA  0  0  0  0  0  0  0 :
PC  POL  ED2  BG  0  0  0  0  0  0  0 :
PC  POL  ED2  CY  0  0  0  0  0  0  0 :
PC  POL  ED2  CZ  0  0  0  0  0  0  0 :
PC  POL  ED2  DE  0  0  0  0  0  0  0  0
PC  POL  ED2  DK  :  :  :  : :  :  :  0
PC  POL  ED2  EE  0  0  0  0  0  0  0 :
